family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	91.0000	5.0003	18.1991	1110.1444	1.0000	17.7991	18.5991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	86.0000	5.0003	17.1991	1049.1475	8.0000	13.9993	18.7991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	172.0000	5.0003	34.3983	2098.2950	4.0000	32.7984	35.3982	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	13.0000	5.0003	2.5999	158.5921	1.0000	1.7999	2.7999	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	105.0000	5.0003	20.9989	1280.9359	3.0000	20.1990	21.5989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	50.0000	5.0003	9.9995	609.9695	3.0000	8.5996	10.9994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	372.0000	5.0003	74.3963	4538.1729	3.0000	73.5963	75.3962	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	282.0000	5.0003	56.3972	3440.2279	13.0000	52.9973	63.7968	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	313.0000	5.0003	62.5969	3818.4089	3.0000	61.7969	63.9968	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	300.0000	5.0003	59.9970	3659.8169	18.0000	54.5973	67.1966	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	148.0000	5.0003	29.5985	1805.5097	1.0000	29.1985	30.1985	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	301.0000	5.0003	60.1970	3672.0163	17.0000	53.9973	64.5968	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	600.0000	5.0003	119.9940	7319.6337	5.0000	118.3941	121.7939	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	435.0000	5.0003	86.9956	5306.7345	15.0000	83.1958	95.3952	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	666.0000	5.0003	133.1933	8124.7934	3.0000	131.5934	134.1933	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	772.0000	5.0003	154.3923	9417.9287	16.0000	147.5926	157.9921	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	801.0000	5.0003	160.1920	9771.7110	3.0000	158.9920	160.9919	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	564.0000	5.0003	112.7944	6880.4557	9.0000	110.5945	117.1941	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f019	171	171	68.0000	5.0003	13.5993	2325.4836	1.0000	13.1993	14.1993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
