family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	267.0000	20.0008	13.3494	814.3162	5.0000	12.2495	13.6994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	154.0000	20.0008	7.6997	469.6805	26.0000	5.6998	9.4996	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	325.0000	20.0008	16.2493	991.2088	9.0000	15.6493	17.0493	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	201.0000	20.0008	10.0496	613.0245	18.0000	8.9996	11.6995	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	259.0000	20.0008	12.9495	789.9172	8.0000	12.3995	13.4494	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	148.0000	20.0008	7.3997	451.3812	16.0000	6.4497	9.1496	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	1326.0000	20.0008	66.2972	4044.1319	10.0000	64.7473	67.0472	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	953.0000	20.0008	47.6480	2906.5292	28.0000	45.2481	52.0478	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	609.0000	20.0008	30.4487	1857.3728	5.0000	30.0987	30.8987	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	634.0000	20.0008	31.6987	1933.6196	32.0000	29.2488	35.9485	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
