family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	368.0000	20.0012	18.3989	1122.3341	0.0000	17.4990	18.3989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	215.0000	20.0012	10.7494	655.7115	16.0000	9.1495	11.4993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	231.0000	20.0012	11.5493	704.5086	2.0000	10.9994	11.6493	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	239.0000	20.0012	11.9493	728.9072	1.0000	10.9994	12.9492	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	469.0000	20.0012	23.4486	1430.3660	1.0000	22.2987	23.4986	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	205.0000	20.0012	10.2494	625.2133	17.0000	8.6995	11.9993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	1522.0000	20.0012	76.0955	4641.8274	3.0000	75.1956	76.2455	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	1097.0000	20.0012	54.8468	3345.6535	57.0000	50.5470	58.1966	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	1651.0000	20.0012	82.5452	5035.2543	3.0000	81.5452	82.7451	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	1283.0000	20.0012	64.1462	3912.9202	75.0000	59.2965	76.3955	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	1723.0000	20.0012	86.1449	5254.8414	1.0000	84.9950	86.1949	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	955.0000	20.0012	47.7472	2912.5790	37.0000	44.8974	50.4970	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	3885.0000	20.0012	194.2386	11848.5543	4.0000	193.3386	194.5386	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	3189.0000	20.0012	159.4406	9725.8789	97.0000	144.8915	167.1902	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	3767.0000	20.0012	188.3389	11488.6754	2.0000	187.5390	188.4389	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	2613.0000	20.0012	130.6423	7969.1820	86.0000	124.5927	142.2916	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	4872.0000	20.0012	243.5857	14858.7275	1.0000	242.2858	243.6357	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	2470.0000	20.0012	123.4927	7533.0577	71.0000	117.8931	129.8424	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f019	171	171	223.0000	20.0012	11.1493	1906.5380	0.0000	10.5494	11.1493	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f020	171	171	213.0000	20.0012	10.6494	1821.0431	17.0000	8.8995	12.3493	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f021	171	171	416.0000	20.0012	20.7988	3556.5912	0.0000	19.6988	20.8488	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f022	171	171	310.0000	20.0012	15.4991	2650.3444	23.0000	13.0992	17.7490	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f023	171	171	413.0000	20.0012	20.6488	3530.9427	3.0000	19.5489	20.7988	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f024	171	171	297.0000	20.0012	14.8491	2539.2009	32.0000	11.2493	18.8989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f025	171	171	1827.0000	20.0012	91.3446	15619.9328	1.0000	90.2447	91.4446	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f026	171	171	1161.0000	20.0012	58.0466	9925.9671	55.0000	50.1971	61.9464	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f027	171	171	1113.0000	20.0012	55.6467	9515.5912	3.0000	55.0968	55.8967	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f028	171	171	1138.0000	20.0012	56.8967	9729.3287	57.0000	50.8970	60.7964	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f029	171	171	1302.0000	20.0012	65.0962	11131.4464	1.0000	64.0962	65.1962	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f030	171	171	1060.0000	20.0012	52.9969	9062.4679	68.0000	45.7973	58.9965	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f031	171	171	3662.0000	20.0012	183.0892	31308.2616	5.0000	182.3893	183.3892	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f032	171	171	2599.0000	20.0012	129.9424	22220.1452	106.0000	121.5929	142.3416	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f033	171	171	4119.0000	20.0012	205.9379	35215.3822	3.0000	204.9880	206.1879	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f034	171	171	2801.0000	20.0012	140.0418	23947.1438	98.0000	131.0923	151.3411	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f035	171	171	4476.0000	20.0012	223.7869	38267.5529	2.0000	222.4869	224.0368	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f036	171	171	1926.0000	20.0012	96.2943	16466.3331	51.0000	91.1946	100.7441	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f037	421	421	474.0000	20.0012	23.6986	9977.1141	2.0000	23.4486	23.7986	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f038	421	421	235.0000	20.0012	11.7493	4946.4595	17.0000	10.4994	13.4992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f039	421	421	382.0000	20.0012	19.0989	8040.6279	1.0000	19.0489	19.1989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f040	421	421	250.0000	20.0012	12.4993	5262.1910	27.0000	10.0494	14.8491	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f041	421	421	218.0000	20.0012	10.8994	4588.6306	2.0000	10.5994	10.9494	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f042	421	421	316.0000	20.0012	15.7991	6651.4094	30.0000	11.6493	18.4489	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f043	421	421	1573.0000	20.0012	78.6454	33109.7058	2.0000	78.4954	78.7954	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f044	421	421	1261.0000	20.0012	63.0463	26542.4914	56.0000	58.1966	68.5460	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f045	421	421	1418.0000	20.0012	70.8958	29847.1474	2.0000	70.6459	70.9958	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f046	421	421	1096.0000	20.0012	54.7968	23069.4454	45.0000	49.6971	58.7965	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f047	421	421	821.0000	20.0012	41.0476	17281.0353	1.0000	40.8976	41.0976	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f048	421	421	1111.0000	20.0012	55.5467	23385.1768	73.0000	49.2471	62.0964	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f049	421	421	3992.0000	20.0012	199.5883	84026.6660	3.0000	199.3383	199.8383	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f050	421	421	2726.0000	20.0012	136.2920	57378.9307	100.0000	128.2925	145.8914	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f051	421	421	4409.0000	20.0012	220.4371	92804.0005	2.0000	220.1371	220.6370	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f052	421	421	2495.0000	20.0012	124.7427	52516.6662	93.0000	115.9432	132.3922	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f053	421	421	3971.0000	20.0012	198.5383	83584.6419	4.0000	198.1384	198.8383	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f054	421	421	2798.0000	20.0012	139.8918	58894.4417	98.0000	129.6924	149.7412	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
megabase_171	171	171	94671.0000	20.0012	4733.2721	809389.5226	487.0000	4702.4239	4819.1170	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
