family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	380.0000	20.0008	18.9992	1158.9536	0.0000	18.0493	18.9992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	338.0000	20.0008	16.8993	1030.8587	26.0000	14.2994	18.2493	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	466.0000	20.0008	23.2991	1421.2431	1.0000	22.1991	23.3491	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	203.0000	20.0008	10.1496	619.1252	13.0000	7.3497	10.2496	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	417.0000	20.0008	20.8492	1271.7991	2.0000	19.7992	20.9492	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	261.0000	20.0008	13.0495	796.0181	18.0000	11.8995	14.1994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	1982.0000	20.0008	99.0960	6044.8581	2.0000	97.8461	99.2460	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	946.0000	20.0008	47.2981	2885.1845	49.0000	42.6983	52.6979	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	1684.0000	20.0008	84.1966	5135.9944	1.0000	83.0967	84.2466	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	726.0000	20.0008	36.2985	2214.2114	56.0000	32.7487	40.6484	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	1044.0000	20.0008	52.1979	3184.0726	1.0000	51.4979	52.2479	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	1018.0000	20.0008	50.8980	3104.7757	43.0000	46.3481	53.9978	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	3042.0000	20.0008	152.0939	9277.7287	2.0000	150.9940	152.1939	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	2247.0000	20.0008	112.3455	6853.0757	82.0000	107.6957	123.8950	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	4296.0000	20.0008	214.7914	13102.2756	7.0000	213.7914	215.1414	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	2227.0000	20.0008	111.3455	6792.0781	51.0000	106.2457	115.2454	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	4438.0000	20.0008	221.8911	13535.3582	2.0000	220.8412	221.9911	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	2048.0000	20.0008	102.3959	6246.1500	39.0000	99.1960	106.6957	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
